duration treatment female black hispanic ndependents recall young old quarter durable lusd
10270 1.01253986714386 0 0 0 0 0 0 0 0 3 0 0
10271 15.0019628991836 0 0 0 0 0 0 0 0 2 0 0
10273 10.9959393640971 0 1 0 0 0 0 0 0 5 0 0
10275 18.0074945027034 1 1 0 0 0 1 0 0 3 0 0
10276 26.9949596107398 0 0 0 0 0 0 0 0 3 0 0
10279 13.0050015137 1 0 0 0 0 1 0 0 3 0 0
10283 6.00373976612091 1 1 0 0 0 1 0 0 2 0 0
10284 0.99246161271977 0 0 0 0 0 0 0 0 2 0 0
10285 9.00386174045771 1 0 0 0 0 1 0 0 3 0 0
10286 16.9972463077944 1 0 0 0 2 0 0 0 4 0 0
10288 5.99213677178006 0 0 0 0 0 1 0 0 3 0 0
10290 29.0135937019967 0 1 0 0 1 0 0 0 4 0 0
10297 0.985094627047802 1 1 0 0 1 0 0 0 5 0 0
10299 2.00027174412644 1 1 0 0 0 0 0 0 2 0 0
10300 19.991807015313 0 0 0 0 2 0 0 0 4 0 1
10301 10.9854870607973 1 1 0 0 1 0 1 0 2 0 1
10302 17.9993597840528 0 0 0 0 0 0 1 0 2 0 0
10303 7.00540826576906 1 0 1 0 0 0 1 0 4 0 0
10306 20.993301662606 0 1 0 0 0 0 1 0 3 0 1
10309 0.993979104159128 0 0 0 0 0 0 1 0 4 0 1
10314 14.0080194855957 0 0 0 0 2 0 0 0 2 0 0
10317 5.01440709283735 1 0 0 0 2 0 1 0 4 0 0
10319 4.99539769842215 0 0 0 0 0 0 1 0 3 0 0
10320 1.00059541814453 0 0 0 0 0 0 1 0 5 0 0
10322 27.0034609115569 0 1 0 0 0 0 1 0 5 0 0
10323 16.9926636258183 1 1 0 0 0 0 1 0 2 0 0
10324 18.9984245706927 1 1 0 0 0 0 1 0 3 0 0
10327 15.9922826887707 0 1 1 0 0 0 1 0 3 1 0
10331 1.00295784401929 0 1 0 0 0 0 1 0 3 0 0
10332 27.0178946832289 0 0 0 0 2 0 1 0 3 1 0
10333 26.990427481325 0 1 0 0 0 1 1 0 2 0 0
10335 14.0032453659934 0 0 0 0 2 0 1 0 3 0 0
10337 15.0196411351304 1 0 0 0 1 0 1 0 3 0 0
10338 15.9932655971867 0 0 0 0 2 1 1 0 4 0 0
10343 1.99042905732392 1 0 0 0 0 0 1 0 4 0 0
10345 16.0039024368248 0 0 0 0 0 1 1 0 3 0 0
10346 8.99006937208859 0 0 0 0 2 0 1 0 4 0 0
10351 2.99726064431447 1 0 0 0 0 0 1 0 2 1 0
10353 12.0060540389823 1 1 0 0 0 0 1 0 3 0 1
10356 4.01400205248078 1 0 0 0 0 0 1 0 3 0 0
10362 8.00406868071255 1 0 0 0 0 0 1 0 5 0 0
10364 26.9971915824525 0 1 0 0 1 0 1 0 2 1 0
10365 1.00737956952376 0 0 0 0 0 0 1 0 4 0 1
10369 11.0140018996316 0 0 0 0 0 0 1 0 2 0 0
10370 18.0121454461644 0 0 0 0 0 1 1 0 2 0 0
10371 27.0124870863749 1 1 0 0 2 0 1 0 5 0 0
10372 2.99496152142933 0 0 0 0 0 0 1 0 4 1 0
10373 23.0103042150213 1 0 0 0 0 0 1 0 3 0 0
10376 25.0000266315184 1 1 0 0 1 1 0 0 2 0 0
10380 7.99152798157409 1 0 0 0 0 0 1 0 2 1 0
10383 5.98171476093408 1 0 0 0 0 0 1 0 5 0 0
10386 3.00925323949826 1 0 0 0 0 0 1 0 5 0 1
10387 1.00521323667697 0 0 0 1 0 0 1 0 5 0 0
10388 1.99039741581078 0 0 0 1 1 0 1 0 0 0 0
10390 3.99406435512251 1 0 0 0 0 1 1 0 2 0 0
10391 14.9914196877863 1 1 1 0 0 0 1 0 2 0 0
10394 13.0013722084479 0 0 0 0 2 1 1 0 5 0 0
10396 3.01694618050035 0 1 0 0 0 0 1 0 5 0 0
10397 10.9992832813506 0 1 0 0 0 0 1 0 3 0 0
10398 6.00893627626708 0 0 0 0 0 0 1 0 5 0 0
10400 1.97542565859788 0 0 0 0 0 0 1 0 5 0 0
10403 10.9857473486047 0 0 0 0 1 0 0 0 2 0 1
10405 27.0064232750454 0 0 0 0 0 0 1 0 3 0 0
10406 1.02251309688066 0 0 0 0 0 0 1 0 4 0 0
10407 6.99670111348726 0 0 0 0 0 0 1 0 5 0 1
10408 0.991852933024979 1 0 1 0 0 0 1 0 4 0 0
10416 23.0034336768814 0 1 0 0 0 0 1 0 4 0 0
10417 3.01537864450723 0 1 0 0 0 0 1 0 5 0 0
10418 27.0069319660464 0 0 0 0 0 0 1 0 5 0 0
10420 1.0009655818927 1 1 0 0 0 0 1 0 3 0 0
10425 0.998125484234958 0 0 1 0 0 0 1 0 2 1 1
10431 9.99047322004695 0 0 0 0 2 0 1 0 2 0 0
10432 27.0154846383599 0 0 0 0 0 0 1 0 5 0 1
10434 27.0197459030965 1 0 0 0 0 0 1 0 4 0 1
10435 3.00568310405133 0 0 0 0 0 0 1 0 3 0 0
10436 4.01194837170825 0 0 0 0 0 0 1 0 2 1 0
10441 0.992233454667885 1 1 0 0 0 0 1 0 3 0 0
10443 27.0196833846883 1 0 0 0 0 0 1 0 4 1 0
10446 14.0068431251247 1 1 0 0 0 1 1 0 3 1 1
10447 0.992922701470169 1 1 1 0 0 0 1 0 2 1 0
10448 7.98877000859682 0 0 0 0 0 1 1 0 2 0 1
10449 19.013548692172 1 0 0 0 0 1 1 0 2 0 0
10450 16.990809226091 1 0 0 0 1 1 1 0 4 0 0
10452 5.99049050804087 1 0 0 0 0 0 1 0 4 0 0
10454 19.9865542851381 0 0 0 0 0 0 1 0 0 0 1
10455 14.9979702810221 0 1 0 0 0 0 1 0 4 0 0
10456 1.02458966967185 0 0 0 0 1 0 0 1 5 0 0
10457 1.00781377979167 1 0 0 0 0 0 0 1 3 0 0
10458 9.99874666943109 1 0 0 0 0 0 0 1 0 1 0
10461 10.0047796136229 0 0 0 0 1 0 0 1 5 1 0
10464 12.0017036474689 1 1 0 0 0 0 0 1 5 0 0
10465 33.0109268966067 0 1 0 0 0 0 0 1 2 0 1
10468 10.0013237463371 0 0 0 0 0 0 0 1 3 0 0
10470 2.99894465376719 1 1 0 0 0 0 0 0 3 0 0
10472 1.99034432094899 1 0 0 0 0 0 0 1 4 0 0
10474 12.005956032155 0 0 0 0 1 1 0 1 4 0 0
10478 16.007369038487 1 1 1 0 0 0 0 1 3 0 0
10480 17.018591558544 0 0 0 0 2 0 0 0 2 0 0
10481 0.997688801922273 1 1 0 0 0 0 0 0 5 0 0
10484 1.00676809072156 1 1 0 0 0 0 0 0 4 0 0
10485 26.9973942253373 0 0 0 0 0 0 0 1 0 0 0
10486 27.0094007492351 1 0 0 0 0 0 0 0 3 1 0
10490 23.996574216227 1 0 0 0 2 0 0 0 2 0 0
10491 19.0036085856458 0 1 0 0 0 0 0 1 3 0 0
10492 9.01167508636975 0 1 0 0 0 1 0 0 4 0 0
10493 20.0098774024437 1 0 0 0 2 0 0 0 3 0 0
10500 27.0049739105418 0 1 0 0 0 0 0 0 2 0 0
10501 32.9905898276614 0 0 0 0 2 0 0 0 2 1 1
10505 4.01403174440917 0 1 0 0 0 0 0 0 2 1 0
10507 0.999437975790153 0 0 0 0 0 0 0 0 5 0 0
10510 10.9858359797846 0 0 0 0 0 1 0 0 3 0 0
10514 11.994053099991 1 0 0 0 1 0 0 0 3 0 0
10515 13.0086499723332 1 1 0 0 0 0 0 0 3 0 0
10519 1.98867746452109 0 1 0 0 1 0 0 0 5 0 0
10520 27.0055363212456 1 1 0 0 1 0 0 0 3 0 0
10521 1.99712801891855 1 0 0 0 2 0 0 0 3 1 1
10522 0.988563515878572 1 1 0 0 0 0 0 0 2 0 1
10531 24.9943029425877 1 0 0 0 0 0 0 0 2 0 1
10538 8.99137935999457 1 1 0 0 0 0 1 0 4 0 0
10540 12.0228141003621 1 1 0 0 0 0 1 0 4 0 0
10542 0.996055040039693 0 0 0 0 2 0 0 0 5 0 0
10543 1.9956488473142 0 0 0 0 0 0 1 0 2 1 0
10547 7.00434195834241 1 0 0 0 0 0 0 0 3 0 0
10548 26.9779923967831 0 1 0 0 2 0 0 0 5 0 0
10549 9.99295849676765 0 1 0 0 0 0 0 0 0 0 0
10551 26.9914757761103 1 0 1 0 2 0 0 0 5 1 0
10552 5.98398616797355 1 0 0 0 2 1 1 0 2 0 0
10553 27.0046492221101 1 0 0 0 0 0 1 0 3 1 0
10555 26.9925795199571 0 1 0 0 1 0 1 0 4 0 0
10557 1.00742945203568 1 1 0 0 1 0 1 0 3 0 0
10558 4.01628502277923 0 1 0 0 0 0 1 0 2 0 0
10560 11.9920883571109 0 1 0 0 0 0 1 0 3 0 0
10561 9.00373409885146 1 0 0 0 0 0 1 0 4 1 0
10562 19.9847478943585 0 1 0 0 1 0 1 0 5 1 0
10566 26.9860868544745 1 1 0 0 0 0 1 0 1 0 0
10571 17.9904254215715 1 1 0 0 0 0 1 0 3 0 1
10574 16.0226882738545 1 0 0 0 0 0 1 0 5 1 0
10575 6.01246855266165 1 1 0 0 1 1 1 0 3 0 0
10576 19.0112673942094 1 0 0 0 0 1 1 0 2 0 0
10579 0.975629421435728 0 0 0 0 0 0 1 0 5 0 0
10580 1.00535997700629 0 0 0 0 0 0 1 0 5 0 1
10582 27.0071922846949 0 0 1 0 1 0 1 0 2 0 1
10583 14.0104132501785 0 0 0 0 0 0 1 0 2 0 0
10584 30.9948517879063 1 1 0 0 0 0 1 0 2 1 1
10586 3.00953013238825 1 0 0 0 0 0 1 0 3 0 0
10587 7.99213335364358 1 0 0 0 0 0 1 0 3 1 0
10588 13.9971272017895 1 0 0 0 1 0 1 0 2 0 0
10592 6.00748287597008 1 1 0 0 0 0 1 0 2 0 1
10593 26.9841024839946 1 0 1 0 0 0 1 0 2 0 0
10594 1.00729568560891 1 0 0 0 1 0 1 0 4 0 0
10595 3.99930303503921 1 0 0 0 0 0 1 0 4 0 0
10596 7.00090400381125 1 0 0 0 0 1 1 0 2 1 0
10598 5.99276853176207 0 1 0 0 0 0 1 0 3 0 0
10601 2.00809576987058 0 0 0 0 1 0 1 0 4 0 0
10604 0.996235397829391 0 1 1 0 1 0 1 0 0 0 0
10608 0.997716395951037 1 0 0 0 0 0 1 0 3 0 0
10609 6.00513873551484 1 0 0 0 0 0 1 0 4 0 0
10613 4.01755791470843 0 0 0 0 0 0 1 0 3 0 1
10615 1.01081005824127 0 0 0 0 0 0 1 0 3 0 0
10626 16.0024211926438 0 0 0 0 0 0 1 0 2 0 1
10628 27.0128994380154 0 0 0 0 2 0 1 0 4 0 0
10634 15.0052856078795 0 0 0 0 0 1 1 0 2 0 1
10635 4.98947788572613 0 1 0 0 0 0 1 0 4 0 1
10636 6.97983714102189 0 0 0 0 0 0 1 0 5 1 1
10637 1.01549731915101 0 1 0 0 1 0 1 0 3 0 1
10638 1.99213705056998 1 0 0 0 0 0 1 0 3 0 1
10640 6.0020370658977 0 0 0 0 0 0 1 0 2 0 0
10642 26.9887279266605 0 0 0 0 0 0 1 0 4 0 0
10644 4.00039926259543 1 0 0 0 0 0 1 0 5 1 0
10645 1.00264428962734 1 0 0 0 0 0 1 0 2 0 0
10647 6.00084812295594 1 0 0 0 0 0 1 0 3 0 0
10648 10.9970437576021 0 0 0 0 0 0 1 0 3 0 0
10650 4.97921324885081 1 0 0 0 0 0 1 0 4 0 0
10651 4.00093651293811 0 1 0 0 0 0 1 0 3 0 0
10652 8.99514217236973 0 0 0 0 0 0 1 0 3 0 0
10654 1.00161249922505 0 1 0 0 0 0 1 0 5 0 0
10657 2.99240186642241 1 0 0 0 0 0 1 0 4 0 0
10658 26.0047349770114 0 1 0 0 0 0 1 0 2 0 0
10660 27.0130544197579 0 0 0 0 0 0 1 0 4 0 1
10661 5.99682275973036 0 0 0 0 0 1 1 0 2 0 0
10662 3.01280914433492 0 0 0 0 0 0 1 0 5 0 0
10664 0.99900212555081 1 0 0 0 0 0 1 0 2 0 0
10665 30.0005229550155 1 1 0 0 0 0 0 0 4 0 1
10671 2.01181579666088 0 0 0 0 0 0 0 1 0 0 0
10672 1.00189752224164 0 0 0 0 1 0 0 1 4 0 0
10673 32.0079917200538 1 1 1 0 0 0 0 0 5 0 0
10674 0.988194229649852 0 0 0 0 2 0 0 0 5 1 0
10677 8.00098330026152 1 0 0 0 1 0 0 1 2 1 1
10679 1.98056656176841 0 0 0 0 1 0 0 1 4 0 0
10680 7.01007244635286 1 0 0 0 0 0 0 1 2 0 0
10681 27.0076719473785 1 0 0 0 0 0 0 1 5 0 0
10682 27.0052370581676 1 0 0 0 0 0 0 1 4 0 1
10684 22.9897573317687 0 0 0 0 0 0 0 0 5 0 1
10685 27.0023965804668 1 0 0 0 2 0 0 0 4 0 0
10690 21.9964311896932 1 1 0 0 0 0 0 0 2 1 0
10693 27.0067530599126 1 0 0 0 2 0 0 0 4 0 1
10694 1.00141582352154 0 1 1 0 0 0 0 0 3 0 0
10695 1.99997871583908 1 0 0 0 1 0 0 0 5 0 0
10699 12.0247954695312 1 1 0 0 1 0 0 0 3 0 1
10705 7.98316999972762 0 1 1 0 0 0 0 0 3 1 1
10706 26.9920576333809 1 0 0 0 1 0 0 0 5 1 1
10711 2.99386502652789 0 1 0 0 0 0 0 0 3 0 1
10712 1.00902343741855 0 0 0 0 1 0 0 0 0 0 1
10714 1.00333191450668 1 1 1 0 0 0 0 0 4 0 1
10715 27.0093679867342 0 1 0 0 0 0 0 0 2 0 1
10716 1.01235914000039 0 0 1 0 0 0 0 0 4 0 0
10719 4.0108644963643 0 1 0 0 0 0 0 0 0 0 0
10720 29.0204857432232 0 1 0 0 0 0 0 0 4 0 0
10724 17.0108459488807 1 0 0 0 2 0 0 0 2 0 0
10725 14.0071889919449 1 0 0 0 0 0 1 0 5 0 1
10727 8.99906707005935 0 0 0 0 2 0 0 0 3 0 0
10733 10.0057720601595 0 0 0 0 1 0 0 0 2 0 1
10734 5.98989596988045 0 0 0 0 2 0 0 0 3 1 0
10735 8.99198684432523 1 0 0 0 2 1 0 0 3 0 0
10736 4.98997061873408 1 0 0 0 0 0 1 0 5 1 1
10737 27.0017029826641 0 0 0 0 0 0 0 0 1 0 0
10743 25.0108520405814 1 1 0 0 2 0 0 0 1 0 0
10745 1.00724770657317 0 1 0 0 0 0 0 0 4 0 0
10746 14.9900718376507 0 0 0 0 2 0 1 0 2 0 0
10747 3.00657447854713 0 0 0 0 2 0 0 0 4 1 0
10748 14.9812717661762 0 1 0 0 0 0 0 0 4 0 0
10756 26.9982316279714 1 1 0 0 1 0 1 0 4 0 1
10758 15.0040769546365 1 0 0 0 0 1 1 0 2 0 1
10760 1.02012554370489 0 0 0 0 0 0 1 0 5 0 1
10762 4.00310096918336 1 0 0 0 2 1 1 0 3 0 1
10763 1.00775604102918 0 0 1 0 0 0 1 0 5 0 0
10766 26.9855850207132 0 1 0 1 2 0 1 0 4 1 0
10767 26.9974708309186 1 0 0 0 0 0 1 0 0 0 0
10768 8.001063232119 1 1 0 1 0 0 1 0 5 0 0
10769 23.0135360482569 1 1 1 0 0 0 1 0 0 0 0
10771 7.0059363294505 0 0 0 0 0 0 1 0 3 0 0
10772 14.0175400807506 1 0 0 0 0 1 1 0 2 0 0
10773 15.9899470553219 1 0 0 0 0 1 1 0 2 0 0
10777 9.98992831362804 0 0 0 0 0 0 1 0 3 0 0
10779 14.0008620554801 1 0 0 0 0 0 1 0 2 0 0
10781 2.01060156885891 1 0 0 0 0 0 1 0 2 0 0
10782 11.9789530806297 1 1 0 0 0 1 1 0 4 0 1
10783 8.99229930480552 1 1 0 0 1 0 1 0 3 0 0
10784 26.9922816213616 1 1 0 0 0 0 1 0 3 0 0
10786 26.9932382924055 0 0 0 0 0 0 1 0 2 0 0
10787 20.0217029972712 0 0 0 0 0 1 1 0 2 0 0
10788 6.0007171775389 1 0 0 0 0 0 1 0 4 0 0
10789 7.98968090638049 1 0 0 0 0 0 1 0 3 0 0
10791 26.999510632347 0 1 0 0 0 0 1 0 3 0 0
10792 13.0114485478707 1 0 0 0 0 0 1 0 3 1 1
10796 16.0073335021413 1 0 0 0 2 0 1 0 4 1 0
10797 0.984075411466209 1 1 1 0 0 0 1 0 5 1 1
10798 13.9898821574201 1 0 0 0 0 1 1 0 2 0 0
10799 7.99992690288739 0 0 0 0 0 1 1 0 2 0 0
10800 7.99604382054623 1 0 0 0 0 0 1 0 2 0 0
10804 27.9907038822022 0 0 0 0 0 0 1 0 5 0 0
10805 26.9988344174772 1 0 0 0 0 0 1 0 2 0 0
10808 27.0097742579904 0 0 0 0 2 1 0 0 4 0 0
10810 0.989369853322768 0 0 0 0 0 0 1 0 3 0 0
10813 1.99998778390545 1 0 1 0 0 0 1 0 3 0 0
10814 0.992042219017421 1 1 1 0 0 0 1 0 5 1 0
10816 1.01137794737353 1 0 1 0 0 0 1 0 0 0 0
10817 0.994336979474776 0 1 1 0 2 0 1 0 4 0 0
10820 7.01687070251454 1 0 0 0 0 0 1 0 5 1 0
10822 7.99910843819788 0 0 0 0 2 0 0 0 3 1 0
10823 26.9844930490998 0 1 0 0 0 0 1 0 3 0 0
10824 13.996232299528 1 0 0 0 0 1 1 0 2 0 1
10827 2.00085924131871 0 0 1 0 0 0 1 0 5 0 1
10829 0.998655400233929 0 0 0 0 0 0 1 0 3 0 1
10831 10.0107338841175 1 1 0 0 0 0 1 0 2 0 1
10837 3.99042597979985 1 1 0 0 0 0 1 0 1 0 0
10846 26.9914424338563 1 0 0 0 0 0 1 0 3 0 0
10848 11.9870047983197 0 0 0 0 0 0 1 0 3 0 0
10849 16.0041677104705 0 1 0 0 0 1 1 0 3 1 0
10850 4.98959805764963 1 1 0 0 0 1 1 0 2 0 1
10851 12.0100012618229 1 1 0 0 1 1 1 0 2 0 1
10853 12.9965342941105 1 1 0 0 0 0 1 0 4 0 1
10858 6.01253828326238 0 0 0 0 0 0 1 0 3 0 0
10861 27.0029867683183 0 0 0 0 0 1 0 0 5 0 0
10865 26.0030613695181 0 0 0 0 0 0 0 1 5 0 0
10867 1.00376229979652 0 1 0 0 0 0 0 1 2 0 1
10868 1.00146427314568 0 0 1 0 0 0 0 0 0 0 0
10873 26.9999561868611 0 0 0 0 1 0 0 1 3 1 0
10874 13.9990135701601 0 1 0 0 0 0 0 1 2 0 0
10877 0.99484466997753 1 0 0 0 0 0 0 1 3 0 1
10878 1.01966385233377 0 0 0 0 0 0 0 1 5 1 1
10881 17.9948900161553 0 1 0 0 0 0 0 1 4 0 1
10882 20.9983189748522 1 1 0 0 0 0 0 1 3 0 0
10883 28.0060113743001 0 1 1 0 0 0 0 1 2 0 0
10884 27.0014996559863 0 1 1 0 0 0 0 1 5 0 0
10885 27.0070428214122 0 1 0 0 0 0 0 1 2 0 0
10887 12.0109088988973 1 0 0 0 2 0 0 0 2 0 0
10888 3.98993631245437 1 0 0 0 0 0 0 1 0 0 0
10889 26.9911052514458 0 0 0 0 0 0 0 1 5 0 0
10890 31.0088962534142 1 0 0 0 0 0 0 1 2 0 0
10891 12.0052789166562 0 1 0 0 0 1 0 1 4 0 0
10896 31.0065169359021 0 1 0 0 0 0 0 1 4 0 0
10897 17.0057902992357 0 1 0 0 0 0 0 0 4 0 0
10898 25.0010352053238 0 0 0 0 0 0 0 1 4 0 0
10900 7.99797905711323 1 1 0 0 0 0 0 0 5 0 0
10901 16.9985673271362 0 0 0 0 0 0 0 0 4 0 1
10905 21.0161420094935 0 1 0 0 0 0 0 0 3 0 1
10907 10.0094993168804 0 1 0 0 0 1 0 0 4 0 1
10910 2.03343068909333 1 0 0 0 0 0 0 0 5 1 1
10911 26.9768332781342 0 1 0 0 0 0 0 0 4 1 1
10912 7.99842105962753 0 1 0 0 0 0 0 1 2 0 1
10913 5.0001551785451 1 0 0 0 1 0 0 0 3 0 1
10914 5.99740290823615 1 0 0 0 2 0 0 0 3 0 1
10918 0.994702413757493 1 1 0 0 0 0 0 0 3 0 1
10922 1.98969680478651 1 0 0 0 0 0 0 0 3 0 1
10927 7.9949924591858 1 0 0 0 2 0 0 0 5 1 1
10935 26.9859374204237 0 1 0 0 0 0 0 0 1 0 0
10943 6.98319274456854 0 0 0 0 2 0 0 0 4 0 0
10944 2.0080606142096 1 1 0 0 0 0 0 0 2 0 0
10947 12.9919770628796 1 0 0 0 0 0 0 0 3 0 0
10949 14.0001605321499 0 0 0 0 0 0 0 0 4 1 0
10951 27.009180616425 1 0 0 0 0 0 0 0 3 1 0
10957 5.00171901686557 0 1 0 0 0 0 0 0 2 0 0
10958 27.0133622530047 1 0 0 0 0 0 0 0 4 0 1
10959 5.00505842392701 1 1 1 0 0 0 0 0 4 0 0
10964 0.99700189637898 0 1 1 0 0 0 0 0 3 0 0
10965 8.00188272097155 0 1 0 0 0 1 0 0 5 0 0
10966 0.994727587796634 0 0 0 0 0 0 0 0 2 0 0
10967 15.9872459721969 0 1 0 0 1 0 0 0 5 0 0
10969 28.9903473216153 0 0 0 0 0 0 1 0 5 0 0
10971 7.99000240542612 1 1 0 0 0 1 0 0 0 0 0
10972 1.01374466751451 1 0 0 0 0 0 1 0 3 0 1
10973 8.00559456850216 1 0 1 0 0 1 0 0 4 1 1
10974 14.0112924795657 1 0 0 0 2 0 0 0 5 0 0
10975 27.0013583260312 0 0 0 0 2 0 1 0 4 0 0
10978 3.00677178160629 0 1 0 0 0 0 0 0 5 0 0
10979 0.998718437259085 1 0 0 0 2 0 1 0 3 1 0
10980 9.99516482685993 1 0 0 0 0 0 1 0 2 0 0
10981 2.00419422380926 0 0 0 0 2 0 1 0 3 0 0
10984 27.005718242608 0 0 0 0 0 0 1 0 5 0 0
10987 0.995727279078294 1 0 0 0 2 0 1 0 2 0 0
10990 26.9954146764272 1 1 0 0 0 0 1 0 3 0 0
10991 8.02178653667308 1 1 0 0 0 0 1 0 2 0 0
10992 11.9906626537576 0 1 0 0 2 0 1 0 2 0 0
10994 5.00297467914347 0 1 0 0 0 0 1 0 5 0 0
10996 18.0048817639713 1 0 0 0 0 0 1 0 2 0 0
10998 0.987788155528754 1 0 0 0 0 0 1 0 4 0 0
11001 2.97956590807891 1 0 0 0 0 0 1 0 5 1 0
11002 1.99347846577661 0 0 0 0 0 0 1 0 3 1 0
11007 31.986399797108 1 1 0 0 0 0 1 0 2 0 0
11008 14.0026375254321 0 0 0 0 1 0 1 0 5 0 0
11011 19.01061624046 1 0 0 0 2 0 1 0 2 0 0
11012 13.0006185175224 0 0 0 0 0 0 1 0 0 0 0
11013 4.01236525287656 0 0 0 0 0 0 1 0 3 0 0
11014 26.9954626439095 0 0 0 0 0 0 1 0 2 0 0
11015 26.9998170190366 0 1 0 0 0 0 1 0 3 0 0
11018 4.00854767095826 1 0 0 0 2 0 1 0 4 1 0
11019 27.0085588704929 1 0 0 0 1 0 1 0 0 0 0
11020 1.99621905304069 0 0 0 0 2 0 1 0 2 1 0
11023 26.9848289112952 1 0 0 0 0 0 1 0 5 1 0
11025 3.0078895734406 1 0 0 0 2 0 1 0 5 0 0
11026 27.0049642654944 0 0 1 0 0 0 1 0 5 0 0
11027 2.00610758912282 0 0 0 0 2 0 1 0 2 0 0
11029 14.0039908237186 1 1 0 0 0 1 1 0 3 0 0
11030 0.987787767631811 0 0 0 0 0 0 1 0 0 1 0
11034 1.00981096280308 1 1 0 0 2 0 1 0 3 0 0
11041 23.9835707413115 1 0 0 0 0 0 1 0 2 0 0
11043 26.9919356216713 0 1 0 0 0 0 1 0 2 0 0
11045 9.9964338309094 1 1 1 0 1 0 1 0 2 0 0
11046 5.00319139289197 0 0 0 0 0 0 1 0 3 0 0
11050 2.99496415456907 0 0 0 0 1 0 1 0 0 0 0
11052 12.9863327096684 1 0 0 0 0 1 1 0 3 0 0
11053 26.9993983359126 0 1 0 0 0 0 1 0 5 0 0
11054 27.0067322407826 1 0 0 0 0 0 1 0 4 0 0
11055 26.9756365786781 0 1 0 0 0 0 1 0 4 0 0
11059 15.993166979222 0 0 0 0 0 0 1 0 2 0 1
11064 26.9979631153592 1 1 0 0 0 0 1 0 3 1 0
11066 8.00804577277115 0 0 0 0 0 1 1 0 2 1 0
11067 0.99727026259247 1 0 0 0 1 0 1 0 2 0 0
11070 5.98693692863081 0 0 0 0 0 0 1 0 4 0 0
11071 27.001836169999 0 0 0 0 0 0 1 0 5 0 0
11072 0.994648870090004 1 0 0 0 1 0 1 0 2 1 0
11073 14.9931852883082 0 0 0 0 0 0 1 0 2 0 0
11074 0.999077173010155 0 0 1 0 0 0 1 0 3 0 0
11075 11.9892310221585 1 1 0 1 1 0 1 0 5 0 0
11077 9.01114736177894 0 0 0 0 2 0 1 0 5 0 0
11080 15.0049207338885 1 0 0 0 2 0 1 0 4 1 0
11081 27.0013790292862 0 1 0 0 2 0 1 0 3 0 0
11082 9.00733564034895 0 0 0 0 0 1 1 0 3 0 0
11084 1.00888755382048 1 0 0 0 0 0 1 0 3 0 0
11089 27.9970627473843 1 0 0 0 0 0 1 0 4 0 0
11090 5.99704461669904 0 0 0 0 0 0 1 0 4 0 0
11091 26.9926967764244 1 0 0 0 0 0 1 0 3 0 0
11092 5.0016274282712 0 0 0 0 0 0 1 0 4 0 0
11093 5.98916130016717 1 1 0 0 0 0 1 0 2 0 0
11096 27.0096804624571 0 0 0 0 0 0 1 0 3 0 0
11099 7.00378477913312 1 1 0 0 0 1 1 0 4 0 1
11104 0.996332855690916 1 0 0 0 0 0 1 0 3 0 0
11106 10.0054428663403 0 0 0 0 0 1 1 0 4 1 1
11112 4.00653048368323 1 0 0 0 0 0 1 0 5 1 1
11113 4.00064629374673 0 0 0 0 0 0 1 0 5 0 0
11115 10.9878744173898 1 0 0 0 0 1 1 0 2 0 0
11116 9.03447585871689 1 0 1 0 0 0 1 0 4 0 0
11118 9.01810670374348 0 0 0 0 0 0 1 0 4 0 0
11120 7.99816850639613 0 0 0 0 0 0 1 0 3 0 0
11121 13.0119286206804 0 0 0 0 0 1 1 0 3 0 0
11122 10.9934794266083 1 1 0 0 0 1 1 0 4 0 1
11123 7.99576199102064 0 1 0 0 0 0 1 0 3 0 0
11126 52.0002607481592 1 0 0 0 1 0 0 1 3 1 0
11130 27.0206642934295 0 0 0 0 1 0 0 1 5 0 1
11131 35.0031002162122 0 1 1 0 0 0 0 1 3 0 0
11132 27.0038289115394 0 0 0 0 1 0 0 1 2 0 0
11133 24.0102230169109 0 1 0 0 0 1 0 1 0 0 0
11140 23.9984024837633 0 1 0 0 0 0 0 1 4 0 1
11143 8.99612040845581 1 1 1 0 0 0 0 1 2 0 0
11147 1.99294239221146 1 1 0 0 1 0 0 0 2 0 0
11148 17.0023001443094 1 0 0 0 2 0 0 0 2 0 0
11150 2.00375909831891 0 1 0 0 2 0 0 0 3 0 0
11152 4.02738175305669 1 1 0 0 1 0 0 0 4 0 0
11153 17.0224468644985 0 0 0 0 2 0 0 0 4 1 0
11154 7.99058269888991 0 0 0 0 0 0 0 0 3 1 0
11158 0.989269244484749 0 0 0 0 0 0 0 0 4 0 0
11159 4.00578510262684 1 0 0 0 0 0 0 0 5 0 0
11160 25.0047529652718 1 1 0 0 0 0 0 0 5 0 0
11162 9.995298138267 1 0 0 0 1 0 0 0 3 1 1
11163 1.01041024177955 0 1 0 0 0 0 0 0 4 1 1
11167 5.99581015777398 0 1 0 0 0 1 0 0 3 1 1
11168 27.0117401989676 1 1 0 0 0 0 0 0 3 0 1
11169 7.00736094492648 1 0 0 0 1 0 0 0 5 0 1
11170 1.00046941271075 0 1 0 0 0 0 0 0 5 0 0
11172 2.99629469404352 0 1 0 0 0 0 0 0 2 0 0
11173 13.9902047822335 1 0 0 0 0 0 0 0 5 0 0
11175 8.01128496276045 1 1 0 0 0 0 0 0 3 0 0
11176 5.00893370540241 1 0 0 0 2 0 0 0 4 0 0
